patient_id,name,id_card,gender,age,department,diagnosis
P100379,邓丽薇,5101111195901045087,female,65,耳鼻喉科,甲状腺功能亢进; 甲状腺功能减退; 阑尾炎
P100380,石洁,370182919680321426X,female,56,感染科,急性上呼吸道感染; 肝硬化
P100381,白悦妍,3100111197202054886,female,52,骨科,支气管哮喘
P100382,秦涛,1200914193606231175,male,88,呼吸内科,肝硬化
P100383,金博翔,3701701193404036192,male,90,儿科,产检
P100384,蒋桂,2200215201011054986,female,14,妇产科,冠心病
P100385,蔡健,1101925198512103939,male,39,内分泌科,慢性肾病
P100386,陆婷,310040119750306798X,female,49,ICU,尿路感染
P100387,傅桂,1301020194004064388,female,84,泌尿外科,2型糖尿病
P100388,杨霞燕,6501921197812208864,female,46,耳鼻喉科,阑尾炎
P100389,陆军,1301504194410055859,male,80,口腔科,术前检查; 产检
P100390,萧超,5201126197207064178,male,52,普外科,产检
P100391,丁志,1501704199510195117,male,29,内分泌科,肺炎
P100392,陆璐,2101613196404180848,female,60,心内科,高脂血症; 阑尾炎
P100393,谢勇,4402015193208044192,male,92,妇产科,甲状腺功能亢进; 肝硬化
P100394,周梦梦,5000203194606162728,female,78,眼科,高血压; 肾功能不全; 健康体检
P100395,余彤,4401030198506105548,female,39,急诊科,慢性阻塞性肺病
P100396,彭洋轩,6301204195812183617,male,66,呼吸内科,慢性阻塞性肺病
P100397,阎倩悦,2201813200108054668,female,23,儿科,肝功能异常
P100398,王勇,1500305199111148279,male,33,泌尿外科,高脂血症; 甲状腺功能亢进
P100399,邹怡,360200119720406736X,female,52,康复科,房颤
P100400,郝妍敏,4401623196106041022,female,63,康复科,房颤; 术前检查
P100401,熊凯志,510182619621103745X,male,62,耳鼻喉科,阑尾炎
P100402,方健,3401010196006142118,male,64,中医科,肝硬化; 心力衰竭; 急性上呼吸道感染
P100403,毛英,1101016197412201024,female,50,ICU,房颤
P100404,林彤莉,4400522202410065740,female,0,感染科,脑梗死
P100405,宋琪,6300527200403206361,female,20,老年科,健康体检
P100406,冯睿,6300402198605252176,male,38,血液科,产检
P100407,阎龙,620151319930110865X,male,31,ICU,冠心病; 胃炎
P100408,汪彤,6200409194805098384,female,76,血液科,脑梗死
P100409,熊宇,5100127194809010819,male,76,肿瘤科,胃炎
P100410,丁红,1300220200501208420,female,19,耳鼻喉科,消化性溃疡; 慢性支气管炎
P100411,阎睿,310101520031206841X,male,21,皮肤科,房颤
P100412,蒋莉丽,3300209200507133327,female,19,泌尿外科,甲状腺功能减退
P100413,谢蕊悦,1401523195210213301,female,72,外科,心力衰竭
P100414,李蕊芳,1501129193707095089,female,87,内科,复查
P100415,汪倩,2300113193302188866,female,91,妇产科,尿路感染
P100416,吕倩燕,3701021197302272529,female,51,新生儿科,支气管哮喘
P100417,吕龙,6501524197208032436,male,52,外科,脑梗死
P100418,余丽,6201501196809270448,female,56,外科,冠心病
P100419,郭萍,6401805196911289480,female,55,呼吸内科,冠心病; 肾功能不全; 复查
P100420,方凯明,6300415201901107831,male,5,眼科,胃炎
P100421,谭嘉,6201311200007111595,male,24,新生儿科,类风湿关节炎
P100422,邱辉涛,3401806199303235635,male,31,眼科,胃炎
P100423,郑娟,5201929201803033663,female,6,中医科,产检; 肝功能异常
P100424,高文,1202006197810239175,male,46,耳鼻喉科,肝硬化; 尿路感染; 痛风
P100425,白华恒,6101817193906282877,male,85,老年科,类风湿关节炎; 房颤
P100426,唐涛,2100202196808068256,male,56,神经内科,心力衰竭
P100427,史璐静,1101617195303261409,female,71,呼吸内科,胆囊炎; 痛风
P100428,蒋刚,3600713200304242816,male,21,普外科,急性上呼吸道感染
P100429,高萍,3700721197106054545,female,53,心内科,冠心病
P100430,沈明健,6501020197806082090,male,46,骨科,骨折
P100431,戴恒,3700901194008279376,male,84,康复科,脑梗死; 胆囊炎
P100432,毛红,3600202197910016081,female,45,外科,慢性阻塞性肺病
P100433,马瑶,360070520181224454X,female,6,呼吸内科,慢性支气管炎; 2型糖尿病
P100434,苏英,3701525193510011766,female,89,骨科,带状疱疹; 术前检查
P100435,吴龙,6100923200505147894,male,19,眼科,慢性支气管炎; 阑尾炎
P100436,邹翔,1201212199508202293,male,29,中医科,类风湿关节炎
P100437,蔡华,5200725196010289532,male,64,内分泌科,房颤
P100438,沈静琳,1401623196709276882,female,57,神经内科,带状疱疹
P100439,唐健峰,2100904194902048937,male,75,普外科,类风湿关节炎
P100440,彭海,3601524197908128217,male,45,神经内科,2型糖尿病
P100441,熊宇,440172719860616707X,male,38,泌尿外科,肝功能异常
P100442,梁莉颖,3401015193401052184,female,90,骨科,慢性肾病; 甲状腺功能亢进
P100443,罗亮磊,3101206194003152697,male,84,中医科,胆囊炎
P100444,高颖,1101330194105046320,female,83,泌尿外科,肾功能不全; 高血压; 阑尾炎
P100445,方梅,6201924194011055649,female,84,中医科,产检
P100446,何轩强,1301102197608127738,male,48,眼科,房颤
P100447,李军,3500716196202174099,male,62,耳鼻喉科,急性上呼吸道感染
P100448,潘桂,3201212197106013965,female,53,新生儿科,健康体检
P100449,田梅怡,4402003194503271820,female,79,神经内科,阑尾炎
P100450,邱龙海,4301523197507067230,male,49,心内科,支气管哮喘
P100451,孔蕊兰,5301508194908180300,female,75,儿科,产检
P100452,曾海华,4501219202208036198,male,2,肿瘤科,产检; 消化性溃疡
P100453,邹妍莉,3700512200503112001,female,19,消化内科,尿路感染
P100454,彭斌,5000625194204251297,male,82,老年科,胆囊炎
P100455,吕荣,3400501198009191781,female,44,神经内科,复查
P100456,贾英桂,5201728197709206885,female,47,中医科,消化性溃疡; 痛风
P100457,吴秀,5201205194306105687,female,81,ICU,阑尾炎; 甲状腺功能亢进
P100458,赵秀桂,1500314197403078805,female,50,急诊科,产检
P100459,陈慧薇,1200310196802098504,female,56,老年科,消化性溃疡
P100460,邱鹏泽,4401212202312092091,male,1,老年科,脑梗死; 肺炎
P100461,毛伟,4300124194903251231,male,75,ICU,产检; 带状疱疹
P100462,田杰泽,2301404194504179753,male,79,妇产科,肝功能异常
P100463,薛梅,3501015202208047646,female,2,口腔科,健康体检; 骨折; 痛风
P100464,钟慧,3400601193308228660,female,91,口腔科,健康体检
P100465,郭超天,3400711193503032598,male,89,血液科,高脂血症
P100466,沈晴,3401622193311137761,female,91,普外科,肾功能不全
P100467,朱秀蕊,5300227200201040863,female,22,口腔科,甲状腺功能亢进
P100468,江婷彤,6101725195902226363,female,65,心内科,复查
P100469,廖莉,6100214194109011560,female,83,泌尿外科,支气管哮喘
P100470,姜敏雯,2101614195905231748,female,65,中医科,消化性溃疡
P100471,孔悦,3500916197809027560,female,46,耳鼻喉科,慢性肾病; 胆囊炎
P100472,赵天翔,6501113198801251277,male,36,肾内科,痛风; 尿路感染; 急性上呼吸道感染
P100473,袁华,3200411196102282114,male,63,新生儿科,术前检查
P100474,崔薇,1101113198408197365,female,40,内分泌科,复查
P100475,冯宇,4501012193706065535,male,87,普外科,肺炎; 类风湿关节炎
P100476,许静妍,1301904197610247545,female,48,消化内科,产检
P100477,冯琳,3201422197409266944,female,50,心内科,心力衰竭
P100478,孔华,4100722196703199566,female,57,消化内科,高脂血症; 急性上呼吸道感染; 甲状腺功能减退
P100479,范桂兰,6300321194506282665,female,79,消化内科,贫血; 心力衰竭
P100480,杜华鹏,4301414202208168213,male,2,心内科,肝功能异常
P100481,许文,6200102200512161054,male,19,耳鼻喉科,肺炎
P100482,薛燕玲,1401722198812177489,female,36,消化内科,慢性支气管炎
P100483,秦涛,6200830198812135437,male,36,儿科,类风湿关节炎
P100484,田欣晴,1401118201006235467,female,14,口腔科,房颤
P100485,薛志,1200223195811208532,male,66,消化内科,肝硬化
P100486,郭悦,3101003194601139626,female,78,神经内科,贫血
P100487,卢欣,5301430200408164264,female,20,妇产科,心力衰竭; 肺炎
P100488,夏梦,1100221197308238229,female,51,皮肤科,肝功能异常
P100489,杜鹏,230172320040206983X,male,20,耳鼻喉科,胆囊炎; 健康体检
P100490,何莉晴,1301412193305072363,female,91,血液科,骨折; 2型糖尿病; 慢性支气管炎
P100491,韩莉,4500905199410141143,female,30,骨科,消化性溃疡; 高血压; 高脂血症
P100492,谭秀萍,4101305199805245526,female,26,耳鼻喉科,慢性肾病
P100493,夏辉,4501530199705083158,male,27,眼科,术前检查; 慢性支气管炎
P100494,方明,5201323194611075491,male,78,消化内科,急性上呼吸道感染
P100495,蔡华,4500201196411263292,male,60,耳鼻喉科,慢性阻塞性肺病
P100496,林雯华,6501505199008111148,female,34,中医科,肾功能不全
P100497,胡婷玲,3601029197512123382,female,49,老年科,胆囊炎; 高脂血症; 贫血
P100498,姚桂,2200502193808022922,female,86,外科,贫血
P100499,汪秀,5201816195708125863,female,67,妇产科,肾功能不全; 消化性溃疡
P100500,孙萍,6300919200112178487,female,23,心内科,高血压
P100501,夏勇俊,5100413197301104794,male,51,妇产科,肾功能不全; 2型糖尿病
P100502,姜志,3300221193911017972,male,85,内分泌科,肝功能异常; 类风湿关节炎; 急性上呼吸道感染
P100503,蒋静,3500906196407033067,female,60,急诊科,类风湿关节炎
P100504,余峰超,6201029199107248794,male,33,儿科,胃炎
P100505,邹慧,4501403194305199667,female,81,感染科,甲状腺功能亢进
P100506,钟燕雪,5100530193704216381,female,87,皮肤科,慢性支气管炎; 慢性肾病
P100507,汪燕,6501027197903223188,female,45,肿瘤科,急性上呼吸道感染
P100508,陈晨波,4400912196911243297,male,55,急诊科,2型糖尿病; 消化性溃疡
P100509,谢华,3301924202112105866,female,3,耳鼻喉科,阑尾炎; 甲状腺功能亢进
P100510,宋军,4300101196202145013,male,62,内科,产检
P100511,杜梦,510132619870623380X,female,37,儿科,甲状腺功能减退
P100512,李鹏,2301427198603218098,male,38,心内科,术前检查
P100513,方波亮,410160119351215579X,male,89,呼吸内科,慢性阻塞性肺病
P100514,蔡伟波,4402024193108247059,male,93,外科,复查
P100515,程静,3101429197309036003,female,51,普外科,尿路感染; 健康体检
P100516,李英慧,2301930196904178746,female,55,耳鼻喉科,术前检查; 肝功能异常
P100517,余欣,4100620196006262645,female,64,中医科,产检; 肝功能异常
P100518,韩亮,2300718199308100613,male,31,肾内科,尿路感染; 贫血
P100519,廖磊,1401808200310086252,male,21,内分泌科,冠心病; 房颤
P100520,邹嘉,3700404192908267890,male,95,感染科,胃炎; 冠心病
P100521,梁涛,5201525195312106473,male,71,康复科,肾功能不全; 带状疱疹
P100522,何秀,6301611197001083687,female,54,骨科,带状疱疹
P100523,薛云琪,360143019760326526X,female,48,ICU,带状疱疹; 2型糖尿病
P100524,高芳,3301325198102112168,female,43,外科,冠心病
P100525,康洋,3201413193311178791,male,91,神经内科,胆囊炎; 尿路感染
P100526,沈恒,2201820199408217971,male,30,中医科,慢性阻塞性肺病
P100527,吕军宇,4201810196012052714,male,64,ICU,阑尾炎
P100528,李强,6101024197504275493,male,49,妇产科,带状疱疹; 心力衰竭
P100529,郭静,5300115194405194323,female,80,感染科,骨折; 尿路感染
P100530,曾妍,1401117194212087423,female,82,老年科,胃炎
P100531,钟海洋,3700312197908078696,male,45,血液科,慢性阻塞性肺病
P100532,毛蕊,3600605193608246424,female,88,普外科,肝功能异常; 消化性溃疡
P100533,姜志亮,6401404194702201554,male,77,眼科,肾功能不全
P100534,叶博,1500526199101267572,male,33,外科,肝硬化; 慢性肾病; 类风湿关节炎
P100535,姚伟泽,4401019201807165750,male,6,感染科,肝功能异常
P100536,廖健,1302022197912117974,male,45,血液科,慢性阻塞性肺病
P100537,郝敏,1300623193505210387,female,89,皮肤科,肝硬化; 消化性溃疡
P100538,唐凯,6101617194009070213,male,84,口腔科,甲状腺功能亢进; 2型糖尿病; 房颤
P100539,袁天,4400216193906130254,male,85,肿瘤科,2型糖尿病
P100540,阎莉霞,3100305197403063960,female,50,口腔科,胆囊炎
P100541,赵洋杰,3500402199306092539,male,31,老年科,脑梗死
P100542,邹薇秀,3600316199608180363,female,28,皮肤科,2型糖尿病
P100543,孔晴,1501019198911265269,female,35,急诊科,类风湿关节炎; 肾功能不全
P100544,郝英,1200127197009155985,female,54,神经内科,贫血; 高血压
P100545,石文,5000719194606276554,male,78,外科,肺炎
P100546,孙倩,6501407193509097889,female,89,感染科,阑尾炎
P100547,任荣婷,1100521199210110084,female,32,普外科,高血压
P100548,戴轩,1300318193407180375,male,90,口腔科,支气管哮喘
P100549,余华,3400715195802150120,female,66,康复科,房颤
P100550,唐燕,4101202196104083568,female,63,中医科,类风湿关节炎; 高血压
P100551,潘涛,2201922196803188792,male,56,眼科,肝功能异常
P100552,林建,6200907193009248610,male,94,中医科,心力衰竭; 术前检查
P100553,钟洋,5101715199305046358,male,31,ICU,骨折; 急性上呼吸道感染
P100554,夏悦,6501926202306030326,female,1,中医科,肺炎
P100555,韩亮勇,3600119198001168058,male,44,消化内科,产检
P100556,贾洋,4502015197602259717,male,48,皮肤科,消化性溃疡
P100557,黄磊勇,3202021195708025515,male,67,妇产科,急性上呼吸道感染; 慢性肾病
P100558,杜霞,1101513196411205964,female,60,耳鼻喉科,阑尾炎; 2型糖尿病
P100559,熊雪,1301926200610232489,female,18,儿科,心力衰竭; 尿路感染
P100560,石彤,3201914200501056545,female,19,神经内科,肾功能不全
P100561,方博,5100502200609193099,male,18,新生儿科,高脂血症; 尿路感染
P100562,韩鹏,5201520198508238854,male,39,眼科,阑尾炎
P100563,夏雪璐,2300121192901162826,female,95,泌尿外科,脑梗死; 产检
P100564,阎萍,1301201195806017106,female,66,儿科,甲状腺功能减退
P100565,陈娟梅,3301808199812062224,female,26,内科,心力衰竭
P100566,李明涛,2301226200005154731,male,24,ICU,高脂血症; 肺炎; 消化性溃疡
P100567,林鹏龙,5000830197310140591,male,51,眼科,慢性肾病
P100568,蒋华文,6501607193109199317,male,93,感染科,肺炎
P100569,邹龙,4201506196706164158,male,57,ICU,复查; 产检
P100570,毛倩,2300715193801073060,female,86,心内科,支气管哮喘
P100571,叶建,420120820040515741X,male,20,泌尿外科,阑尾炎
P100572,任璐,3500106196806095627,female,56,消化内科,尿路感染; 慢性支气管炎
P100573,廖薇,1400312201404040480,female,10,心内科,阑尾炎
P100574,吕荣梦,4300901193112249848,female,93,神经内科,慢性阻塞性肺病; 高血压
P100575,邹桂,4201926200008087063,female,24,康复科,阑尾炎; 慢性支气管炎
P100576,唐怡,6401801197708154721,female,47,眼科,肝硬化; 高血压
P100577,魏雪怡,3201119197112180286,female,53,感染科,肝功能异常
P100578,蔡睿,3501307196410285017,male,60,新生儿科,产检
P100579,蔡睿,1401806197402060495,male,50,普外科,甲状腺功能减退
P100580,余斌斌,3401701198108022158,male,43,肿瘤科,消化性溃疡
P100581,陆海,2201014201503289073,male,9,骨科,肝硬化; 甲状腺功能减退
P100582,沈慧桂,2301711197110267268,female,53,泌尿外科,冠心病
P100583,曾健博,2102024197807085578,male,46,血液科,甲状腺功能亢进; 胃炎; 慢性阻塞性肺病
P100584,曹亮毅,5300730200412246374,male,20,老年科,带状疱疹
P100585,朱晨,2201702199203095919,male,32,急诊科,术前检查; 支气管哮喘
P100586,杜慧芳,5101516198403115905,female,40,急诊科,脑梗死
P100587,何洁,1400610195301201581,female,71,康复科,肺炎
P100588,傅超,4300715198401228912,male,40,皮肤科,胃炎; 支气管哮喘
P100589,田静,3400807202104081105,female,3,肿瘤科,高血压
P100590,唐丽霞,5300602193211065382,female,92,妇产科,胆囊炎; 甲状腺功能减退
P100591,郝峰,3300601200002125153,male,24,内科,术前检查
P100592,周文,3202016198104141395,male,43,感染科,贫血; 心力衰竭; 胃炎
P100593,余玲婷,3300120193708037463,female,87,血液科,骨折
P100594,程强,3600820194904241011,male,75,儿科,慢性肾病
P100595,罗龙磊,6501105198708243554,male,37,皮肤科,冠心病; 痛风
P100596,赵红,120082619990418872X,female,25,耳鼻喉科,胆囊炎; 甲状腺功能亢进
P100597,张丽,1500705201501211127,female,9,眼科,类风湿关节炎
P100598,廖军,2301406197812077734,male,46,神经内科,健康体检
P100599,傅志翔,3601720197808159477,male,46,老年科,产检
P100600,阎波,4300518192905209331,male,95,消化内科,肝硬化
P100601,曾佳,4100705197303232407,female,51,内科,带状疱疹; 复查
P100602,夏倩,4400314196805210404,female,56,血液科,贫血; 甲状腺功能减退; 高脂血症
P100603,丁薇,5001330197212025424,female,52,呼吸内科,带状疱疹
P100604,高建,4501922195405082014,male,70,妇产科,支气管哮喘; 慢性阻塞性肺病
P100605,熊鹏,3201718199305238476,male,31,眼科,痛风
P100606,朱睿,2201323200205243918,male,22,骨科,高血压; 胃炎
P100607,夏恒,3400623199303061732,male,31,普外科,消化性溃疡
P100608,崔萍静,6501415193304098088,female,91,妇产科,贫血; 慢性支气管炎
P100609,徐佳丽,4100401198804160747,female,36,老年科,冠心病; 胃炎; 类风湿关节炎
P100610,阎嘉,6101120195008165456,male,74,肾内科,阑尾炎; 胆囊炎
P100611,薛峰洋,1400115193106268975,male,93,康复科,肝功能异常; 2型糖尿病
P100612,金文,4501617195106155233,male,73,内科,胆囊炎; 2型糖尿病; 带状疱疹
P100613,蒋鑫俊,360162219640212891X,male,60,康复科,甲状腺功能减退
P100614,熊睿,6200310195703168698,male,67,泌尿外科,健康体检
P100615,石毅飞,1401423198512030339,male,39,内分泌科,房颤; 骨折; 心力衰竭
P100616,郭玲,520112819680226288X,female,56,老年科,肺炎; 阑尾炎; 支气管哮喘
P100617,白怡,1400311200305039487,female,21,心内科,消化性溃疡; 带状疱疹
P100618,卢龙,2201314202410184057,male,0,感染科,肝功能异常; 骨折
P100619,潘伟,2301622197905275830,male,45,耳鼻喉科,冠心病
P100620,苏薇,5000716198410163767,female,40,外科,阑尾炎; 肾功能不全; 类风湿关节炎
P100621,杨辉,2100118194911285054,male,75,肿瘤科,尿路感染; 慢性阻塞性肺病
P100622,吴琪,4301304200012281648,female,24,老年科,急性上呼吸道感染; 肝硬化
P100623,郑妍洁,6200724200204078305,female,22,肾内科,胃炎; 肾功能不全
P100624,钟英,1401721201103024385,female,13,肿瘤科,慢性阻塞性肺病; 脑梗死; 冠心病
P100625,曹峰,3500325197811245973,male,46,消化内科,健康体检; 带状疱疹
P100626,郭涛俊,4401919196704016155,male,57,中医科,甲状腺功能亢进; 支气管哮喘
P100627,汪兰,6201806201712285100,female,7,血液科,复查
P100628,熊天,6100722193802251538,male,86,耳鼻喉科,高血压; 健康体检
P100629,郭敏萍,6400203198109091582,female,43,神经内科,贫血
P100630,张云琪,3700519194911186245,female,75,ICU,尿路感染; 类风湿关节炎; 胃炎
P100631,曹磊博,4300719195203204554,male,72,儿科,高脂血症; 肺炎
P100632,许佳,5101423199202091886,female,32,心内科,房颤
P100633,叶睿,6300511193903145573,male,85,内科,脑梗死; 肺炎; 房颤
P100634,陆涛,3401125197311033436,male,51,感染科,高血压
P100635,阎刚杰,5301019195503176217,male,69,ICU,慢性肾病
P100636,江霞,6201818199403127663,female,30,普外科,心力衰竭
P100637,邹超,1201223198812099933,male,36,口腔科,术前检查; 甲状腺功能亢进
P100638,魏璐,6500810199309238103,female,31,神经内科,胆囊炎
P100639,徐勇,1301018195310026315,male,71,肿瘤科,肝功能异常; 产检
P100640,邹悦,5300123196404275481,female,60,康复科,冠心病
P100641,梁琪,3400214199503176368,female,29,骨科,消化性溃疡
P100642,袁悦,3200907194905160086,female,75,血液科,肝硬化
P100643,范凯,3301012201810151312,male,6,肾内科,甲状腺功能亢进; 慢性阻塞性肺病
P100644,王霞,3600430199009056205,female,34,儿科,心力衰竭; 骨折
P100645,潘颖怡,3701506194105041745,female,83,康复科,尿路感染
P100646,胡鹏明,2100716196006028551,male,64,妇产科,复查
P100647,蒋峰,1400426193207050230,male,92,儿科,高血压
P100648,杨宇,3201016198307161070,male,41,呼吸内科,甲状腺功能亢进; 脑梗死
P100649,胡莉,5200423199304169385,female,31,耳鼻喉科,肾功能不全
P100650,郭明,1102007200003141117,male,24,血液科,肝硬化
P100651,萧宇,3200409201211024656,male,12,肾内科,脑梗死; 胆囊炎
P100652,宋磊浩,1401406199105203278,male,33,肾内科,消化性溃疡
P100653,王轩,340191719951226775X,male,29,呼吸内科,类风湿关节炎; 支气管哮喘
P100654,朱明,6300707198210219073,male,42,妇产科,阑尾炎
P100655,方慧,4300929200204149782,female,22,肾内科,健康体检; 消化性溃疡
P100656,周洁,4500923194201061646,female,82,外科,急性上呼吸道感染; 甲状腺功能减退; 慢性阻塞性肺病
P100657,陆薇,6101313199007187740,female,34,心内科,贫血
P100658,邱伟,5301709194409233839,male,80,神经内科,消化性溃疡; 贫血
P100659,陈毅磊,6400221197503093130,male,49,新生儿科,尿路感染
P100660,蒋燕,3602010195012054108,female,74,皮肤科,尿路感染; 骨折
P100661,谢莉,5301321195910043287,female,65,新生儿科,健康体检
P100662,蒋文峰,3601205199912246115,male,25,普外科,甲状腺功能亢进
P100663,唐睿,3200629193805012276,male,86,口腔科,肺炎; 肾功能不全
P100664,钟华,4200524197102249613,male,53,耳鼻喉科,支气管哮喘
P100665,胡伟,6100309198203081899,male,42,内科,高血压; 胃炎
P100666,徐慧妍,3301605193203103105,female,92,新生儿科,消化性溃疡; 2型糖尿病
P100667,朱毅晨,230010819450301547X,male,79,儿科,慢性肾病
P100668,余涛,340032019510210421X,male,73,肾内科,慢性支气管炎; 冠心病; 肾功能不全
P100669,钟恒辉,3202027197911223658,male,45,妇产科,复查
P100670,许丽,3300513195411055769,female,70,急诊科,高脂血症
P100671,高燕玲,410141619940611886X,female,30,耳鼻喉科,阑尾炎; 肝功能异常
P100672,余海,6300813196809181096,male,56,中医科,骨折
P100673,曹翔强,120121219680304993X,male,56,神经内科,痛风
P100674,冯刚明,3500123198412055456,male,40,外科,肺炎; 产检
P100675,赵超军,6301405200610279732,male,18,普外科,肝硬化; 产检
P100676,贾瑶,1200220197402059624,female,50,ICU,慢性阻塞性肺病
P100677,姜雯,5200814198809102048,female,36,急诊科,肝功能异常
P100678,杜凯峰,1301516198910274073,male,35,血液科,带状疱疹
P100679,唐荣丽,2301006195906016908,female,65,急诊科,高血压
P100680,唐雯敏,1201926200410196101,female,20,外科,肝硬化
P100681,魏斌,3400523197307248610,male,51,内分泌科,胃炎
P100682,赵天,1501503198205068015,male,42,中医科,类风湿关节炎
P100683,郑晨,3301526193809251658,male,86,神经内科,高脂血症
P100684,余华凯,4100426197910210138,male,45,老年科,慢性支气管炎; 复查
P100685,姜浩斌,3400303199810122279,male,26,消化内科,心力衰竭; 健康体检; 肝功能异常
P100686,崔俊斌,3701217196411057952,male,60,肾内科,痛风
P100687,许敏,6301801196004231900,female,64,神经内科,慢性阻塞性肺病
P100688,萧龙,5001829197208155913,male,52,急诊科,胃炎
P100689,汪慧,2201604201310163567,female,11,外科,产检
P100690,董浩,6201226193407025570,male,90,心内科,2型糖尿病
P100691,傅莉,1301028201705139169,female,7,肿瘤科,心力衰竭
P100692,杨军,2201214195905066179,male,65,新生儿科,贫血; 高脂血症
P100693,康佳,530192019640403184X,female,60,口腔科,胆囊炎; 高血压; 肾功能不全
P100694,高蕊,4200115198507091662,female,39,皮肤科,胃炎; 冠心病; 类风湿关节炎
P100695,夏毅,2201901197706074754,male,47,内科,肝硬化
P100696,谭健,6101104196607172271,male,58,肿瘤科,贫血
P100697,阎梅,5202030197011101205,female,54,感染科,慢性支气管炎; 2型糖尿病
P100698,朱蕊,3701719196602210443,female,58,肿瘤科,术前检查
P100699,胡慧,6301301194708144721,female,77,ICU,心力衰竭
P100700,夏云欣,3401727202403269481,female,0,内分泌科,高脂血症
P100701,白峰峰,1501324193310142273,male,91,内分泌科,高脂血症
P100702,马明,6301806197111094130,male,53,急诊科,高脂血症
P100703,邱超毅,1100515195610138150,male,68,骨科,骨折
P100704,唐悦,3100209193307251023,female,91,皮肤科,胃炎
P100705,姜嘉超,4101230200102032671,male,23,妇产科,2型糖尿病
P100706,吴蕊,6501121200807135728,female,16,骨科,甲状腺功能亢进
P100707,郭宇,1100617196410189454,male,60,妇产科,2型糖尿病
P100708,熊晨,1101105199502072819,male,29,康复科,肝功能异常; 房颤
P100709,石慧,3701614198911106564,female,35,心内科,甲状腺功能减退
P100710,潘霞,2201614194903265764,female,75,耳鼻喉科,胆囊炎; 胃炎
P100711,钟慧,2100217196302153280,female,61,肿瘤科,尿路感染
P100712,赵秀婷,1300722197806084749,female,46,儿科,消化性溃疡; 高血压
P100713,王雪妍,1301310193004187725,female,94,ICU,房颤
P100714,康海,1201616197304070551,male,51,肿瘤科,健康体检
P100715,秦浩,5001901200605015950,male,18,儿科,慢性阻塞性肺病; 冠心病
P100716,贾强杰,3101125194512104470,male,79,急诊科,胆囊炎
P100717,史静璐,3402004196302270324,female,61,外科,肝功能异常; 胃炎
P100718,汪红慧,6501801193306278802,female,91,消化内科,冠心病; 消化性溃疡
P100719,吕勇凯,2100519194605235816,male,78,儿科,肾功能不全
P100720,任秀,3101125199111169361,female,33,呼吸内科,慢性肾病
P100721,魏轩,2200303198612286314,male,38,心内科,类风湿关节炎
P100722,余慧,6401125198809173965,female,36,皮肤科,胃炎
P100723,萧翔鑫,350070319420425357X,male,82,骨科,胃炎; 肾功能不全
P100724,朱秀璐,4201512200608223309,female,18,新生儿科,高脂血症
P100725,罗峰,340040219820809837X,male,42,康复科,甲状腺功能减退; 慢性肾病; 慢性阻塞性肺病
P100726,秦文,1200804197002222810,male,54,外科,房颤; 脑梗死
P100727,陆杰凯,1400824197107138850,male,53,普外科,类风湿关节炎
P100728,曾梦芳,4101028201012208828,female,14,骨科,肺炎
P100729,宋宇,3601101200611162253,male,18,急诊科,高血压
P100730,方晴云,510102719820119298X,female,42,ICU,肾功能不全
P100731,马博,4300922199112126253,male,33,肾内科,尿路感染
P100732,蔡琪,1400922193010166609,female,94,儿科,骨折; 肾功能不全; 尿路感染
P100733,赵云,5300307197006074807,female,54,消化内科,健康体检; 甲状腺功能亢进
P100734,丁雪欣,1201917195005078947,female,74,耳鼻喉科,术前检查
P100735,曾秀,5100517196203153788,female,62,新生儿科,肝硬化; 复查
P100736,周梅敏,4101001198802025549,female,36,口腔科,急性上呼吸道感染; 心力衰竭
P100737,丁斌,1300905195909059339,male,65,肿瘤科,慢性支气管炎
P100738,萧敏,3601329196211131243,female,62,神经内科,甲状腺功能亢进
P100739,蒋晴慧,3201003199309073884,female,31,皮肤科,甲状腺功能亢进
P100740,汪霞瑶,3401512196711235467,female,57,肿瘤科,术前检查; 2型糖尿病; 痛风
P100741,何凯,1502018194009127256,male,84,外科,慢性阻塞性肺病; 肝功能异常
P100742,张璐,1200927194401038301,female,80,内分泌科,慢性肾病
P100743,蔡静晴,5200717196012021880,female,64,康复科,肝功能异常; 骨折; 肾功能不全
P100744,苏芳,1100520197702031587,female,47,妇产科,胃炎
P100745,赵薇,4100627201705133082,female,7,消化内科,健康体检; 消化性溃疡
P100746,高娟云,4101610198409073702,female,40,眼科,房颤
P100747,余霞,3700419195401104902,female,70,眼科,健康体检
P100748,魏明,3401728195001066437,male,74,肾内科,支气管哮喘; 肺炎; 甲状腺功能亢进
P100749,魏睿明,1301613198505136096,male,39,口腔科,心力衰竭
P100750,蒋天,120012819870703933X,male,37,呼吸内科,胃炎
P100751,方婷,2300429193312262264,female,91,老年科,肺炎; 急性上呼吸道感染; 心力衰竭
P100752,刘勇,3300423196301065777,male,61,儿科,甲状腺功能减退; 心力衰竭; 复查
P100753,曾红英,440012119670403850X,female,57,心内科,肝功能异常
P100754,薛海,5301716194803222438,male,76,眼科,尿路感染; 肝功能异常
P100755,田波,6201710194002051215,male,84,普外科,阑尾炎
P100756,萧斌,6400610198406030993,male,40,眼科,肝硬化
P100757,顾静,500010219400809436X,female,84,消化内科,急性上呼吸道感染
P100758,冯轩,4100326198501087298,male,39,中医科,冠心病; 尿路感染
P100759,夏嘉,1500924193009160517,male,94,外科,骨折
